*******************************************************************************
 2014-Aug-11 00:00     1.6559054467E+08  32.919912 -29.718546
 2014-Aug-12 00:00     1.6670443155E+08  33.518283 -30.242965
 2014-Aug-13 00:00     1.6780974973E+08  34.115025 -30.757761
 2014-Aug-14 00:00     1.6890643576E+08  34.710270 -31.263145
 2014-Aug-15 00:00     1.6999443128E+08  35.304144 -31.759320
 2014-Aug-16 00:00     1.7107368271E+08  35.896765 -32.246482
 2014-Aug-17 00:00     1.7214414100E+08  36.488250 -32.724822
 2014-Aug-18 00:00     1.7320576131E+08  37.078709 -33.194523
 2014-Aug-19 00:00     1.7425850280E+08  37.668248 -33.655764
 2014-Aug-20 00:00     1.7530232832E+08  38.256969 -34.108715
 2014-Aug-21 00:00     1.7633720428E+08  38.844968 -34.553543
 2014-Aug-22 00:00     1.7736310036E+08  39.432339 -34.990408
 2014-Aug-23 00:00     1.7837998932E+08  40.019172 -35.419465
 2014-Aug-24 00:00     1.7938784685E+08  40.605553 -35.840866
 2014-Aug-25 00:00     1.8038665135E+08  41.191562 -36.254755
 2014-Aug-26 00:00     1.8137638379E+08  41.777280 -36.661272
 2014-Aug-27 00:00     1.8235702754E+08  42.362781 -37.060554
 2014-Aug-28 00:00     1.8332856821E+08  42.948137 -37.452733
 2014-Aug-29 00:00     1.8429099353E+08  43.533416 -37.837936
 2014-Aug-30 00:00     1.8524429322E+08  44.118685 -38.216286
 2014-Aug-31 00:00     1.8618845885E+08  44.704004 -38.587902
 2014-Sep-01 00:00     1.8712348370E+08  45.289433 -38.952900
 2014-Sep-02 00:00     1.8804936273E+08  45.875028 -39.311391
 2014-Sep-03 00:00     1.8896609239E+08  46.460841 -39.663484
 2014-Sep-04 00:00     1.8987367056E+08  47.046924 -40.009282
 2014-Sep-05 00:00     1.9077209644E+08  47.633323 -40.348886
 2014-Sep-06 00:00     1.9166137050E+08  48.220083 -40.682392
 2014-Sep-07 00:00     1.9254149437E+08  48.807245 -41.009896
 2014-Sep-08 00:00     1.9341247073E+08  49.394850 -41.331486
 2014-Sep-09 00:00     1.9427430332E+08  49.982934 -41.647250
 2014-Sep-10 00:00     1.9512699677E+08  50.571532 -41.957273
 2014-Sep-11 00:00     1.9597055662E+08  51.160677 -42.261634
 2014-Sep-12 00:00     1.9680498922E+08  51.750401 -42.560412
 2014-Sep-13 00:00     1.9763030166E+08  52.340731 -42.853682
 2014-Sep-14 00:00     1.9844650174E+08  52.931696 -43.141516
 2014-Sep-15 00:00     1.9925359791E+08  53.523320 -43.423986
 2014-Sep-16 00:00     2.0005159920E+08  54.115629 -43.701159
 2014-Sep-17 00:00     2.0084051522E+08  54.708644 -43.973100
 2014-Sep-18 00:00     2.0162035605E+08  55.302386 -44.239873
 2014-Sep-19 00:00     2.0239113228E+08  55.896874 -44.501540
 2014-Sep-20 00:00     2.0315285489E+08  56.492126 -44.758161
 2014-Sep-21 00:00     2.0390553527E+08  57.088157 -45.009794
 2014-Sep-22 00:00     2.0464918515E+08  57.684981 -45.256495
 2014-Sep-23 00:00     2.0538381660E+08  58.282611 -45.498319
 2014-Sep-24 00:00     2.0610944197E+08  58.881057 -45.735319
 2014-Sep-25 00:00     2.0682607385E+08  59.480329 -45.967547
